Date,Time,Title,Buy-in Per Player,Platforms,Team Size,Tournament Type (Ex: Single Elimination),Players in Match,Number of Teams Registered,Series Type (Ex: Best of 3),Prize Pool
"September 29, 2022",5:22 PM,3v3 CW SND,$6,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 3,$39
"September 29, 2022",4:40 PM,2v2 AR/SMG VG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$22
"September 29, 2022",4:00 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$28
"September 29, 2022",3:21 PM,2v2 BO2 MAPS CW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$28
"September 29, 2022",2:40 PM,2v2 $10 FE 1ND MW SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,13,Best of 1,$10
"September 29, 2022",1:20 PM,2v2 MW SND (NA + EU HOST),$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$22
"September 28, 2022",10:53 PM,2v2 BO2 MAPS CW 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 1,$14
"September 28, 2022",10:25 PM,2v2 MW 1ND HACKNEY SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$18
"September 28, 2022",9:20 PM,2v2 AR/SMG VG 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$34
"September 28, 2022",8:58 PM,3v3 MW 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$42
"September 28, 2022",8:25 PM,3v3 CW 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$51
"September 28, 2022",6:30 PM,2v2 BO2 MAPS CW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$22
"September 28, 2022",5:25 PM,2v2 MW SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$32
"September 28, 2022",4:26 PM,3v3 CW BO2 MAPS SND,$6,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,0,Best of 3,$39
"September 28, 2022",3:26 PM,3v3 MW SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 3,$54
"September 28, 2022",2:55 PM,2v2 $10 FE 1ND CW SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,14,Best of 1,$10
"September 27, 2022",10:50 PM,2v2 1ND AK74U ONLY CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$18
"September 27, 2022",4:41 PM,2v2 MP40 ONLY VG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$22
"September 26, 2022",8:26 PM,2v2 CW BO2 MAPS SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$22
"September 26, 2022",6:20 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$45
"September 26, 2022",4:50 PM,2v2 VG AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$28
"September 26, 2022",4:00 PM,2v2 BO2 MAPS CW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$34
"September 25, 2022",10:15 PM,2v2 1ND MWII BETA HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$30
"September 25, 2022",10:15 PM,6v6 $100 FE @Eternal_Empire_ MWII 1ND BETA SND | NE HOST ONLY | ALL PLATFORMS,$0,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,34,Best of 1,$96
"September 25, 2022",6:26 PM,6v6 1ND MWII CONSOLE SND | NORTH EAST HOST,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,3,Best of 1,$108
"September 25, 2022",2:10 PM,6v6 $100 FE @EmpyrealGaming 1ND MWII BETA HP | NORTH EAST HOST ONLY,$0,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,30,Best of 1,$96
"September 24, 2022",6:42 PM,6v6 1ND MWII BETA CONSOLE SND | NORTH EAST HOST ONLY,$5,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,4,Best of 1,$120
"September 24, 2022",4:38 PM,6v6 $600 GTD MWII BETA 1ND SND | POWERED BY @RenderEsports | NE HOST ONLY,$8,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,15,Best of 1,$552
"September 23, 2022",8:10 PM,6v6 1ND MWII BETA CONSOLE SND,$8,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,2,Best of 1,$102
"October 2, 2022",7:54 PM,2v2 1ND CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"October 2, 2022",7:25 PM,3v3 MW SND,$6,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 3,$39
"October 2, 2022",6:27 PM,3v3 1ND BO2 CW MAPS SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$21
"October 2, 2022",6:21 PM,2v2 1ND VG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$28
"October 2, 2022",5:30 PM,4v4 DOUBLE ELIM MW HARDPOINT,$6,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,5,Best of 3,$84
"October 2, 2022",5:30 PM,2v2 CONSOLE ONLY VG SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$26
"October 2, 2022",4:10 PM,2v2 $10 FE 1ND VG SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$10
"October 2, 2022",3:51 PM,2v2 AK74U ONLY CW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$28
"October 2, 2022",3:25 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$36
"October 1, 2022",10:59 PM,3v3 1ND MW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$42
"October 1, 2022",9:45 PM,2v2 1ND VG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$46
"October 1, 2022",9:28 PM,2v2 1ND HACKNEY ONLY MW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 1,$14
"October 1, 2022",8:25 PM,2v2 CONSOLE ONLY VG SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$40
"October 1, 2022",7:52 PM,3v3 1ND NO USS TEXAS VG SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$27
"October 1, 2022",6:55 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$36
"October 1, 2022",6:15 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$24
"October 1, 2022",4:30 PM,3v3 $450 MW PRESTIGE SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,12,Best of 3,$450
"October 1, 2022",3:20 PM,2v2 1ND MW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$22
"October 1, 2022",12:00 AM,3v3 $10 Each Chall,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$57
"September 30, 2022",10:20 PM,2v2 1ND MW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$40
"September 30, 2022",9:00 PM,2v2 1ND AR/SMG VG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$18
"September 30, 2022",5:24 PM,2v2 MW CONSOLE ONLY SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,0,Best of 3,$24
"September 29, 2022",5:22 PM,3v3 CW SND,$6,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$39
"September 29, 2022",4:00 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$28
"September 28, 2022",8:58 PM,3v3 MW 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$42
"September 28, 2022",5:25 PM,2v2 MW SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$32
"September 27, 2022",3:23 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$50
"September 26, 2022",10:23 PM,2v2 1ND HACKNEY ONLY MW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$34
"September 26, 2022",4:00 PM,2v2 BO2 MAPS CW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$34
"September 24, 2022",9:34 PM,6v6 1ND MWII BETA SND | NORTH EAST HOST *PC ONLY*,$5,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,9,Best of 1,$252
"October 30, 2022",6:57 AM,2v2 $50 GTD 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$50
"October 30, 2022",5:50 AM,3v3 $15 FE 1ND SND (NA + EU),$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,13,Best of 1,$15
"October 30, 2022",4:49 AM,2v2 SND (NA + EU),$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$28
"October 30, 2022",3:24 AM,3v3 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$33
"October 30, 2022",2:15 AM,2v2 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$60
"October 30, 2022",1:15 AM,3v3 $135 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,15,Best of 1,$135
"October 30, 2022",12:15 AM,3v3 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$90
"October 29, 2022",11:20 PM,2v2 $168 GTD 1ND SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,15,Best of 1,$168
"October 29, 2022",10:45 PM,2v2 *HIGH ROLLER* CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 3,$120
"October 29, 2022",9:50 PM,3v3 $252 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,16,Best of 1,$252
"October 29, 2022",9:17 PM,4v4 1ND MWII HP,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,11,Best of 1,$164
"October 29, 2022",8:20 PM,2v2 $200 GTD 1ND SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,14,Best of 1,$200
"October 29, 2022",7:50 PM,4v4 *HIGH ROLLER* CONSOLE ONLY SND,$12.5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,5,Best of 3,$212
"October 29, 2022",7:05 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,74,Best of 1,$15
"October 29, 2022",6:07 PM,4v4 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,40,Best of 1,$136
"October 29, 2022",5:26 PM,2v2 $126 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,12,Best of 1,$126
"October 29, 2022",4:41 PM,4v4 $1000 GTD CONSOLE ONLY KICKOFF SND,$10,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,13,Best of 3,$800
"October 29, 2022",4:15 PM,2v2 CODAGENT x ILUHVLY COED KICKOFF SND,$8,"['xbox', 'playstation', 'battle.net']",2,double elimination,2v2,7,Best of 3,$100
"October 29, 2022",4:00 PM,3v3 $300 GTD 1ND SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,14,Best of 1,$300
"October 29, 2022",2:45 PM,4v4 DOUB ELIM MWII VARIANT,$7,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,17,Best of 3,$356
"October 29, 2022",2:21 PM,2v2 CONSOLE SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 3,$96
"October 29, 2022",1:07 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,36,Best of 1,$10
"October 29, 2022",12:26 PM,2v2 $100 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$100
"October 29, 2022",11:55 AM,2v2 1ND HP,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$46
"October 29, 2022",11:15 AM,4v4 1ND *DOLLAR ENTRY* MWII HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,21,Best of 1,$64
"October 29, 2022",10:28 AM,4v4 CONSOLE ONLY SND,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 3,$36
"October 29, 2022",9:35 AM,3v3 $150 GTD SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 3,$150
"October 29, 2022",7:30 AM,2v2 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"October 29, 2022",6:10 AM,3v3 SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 3,$99
"October 29, 2022",5:21 AM,2v2 $100 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$100
"October 29, 2022",3:15 AM,2v2 MWII SND (NA + EU),$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$34
"October 29, 2022",1:20 AM,3v3 $252 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,13,Best of 1,$252
"October 29, 2022",12:15 AM,3v3 1ND MWII CONSOLE SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$57
"October 28, 2022",11:20 PM,2v2 $210 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,20,Best of 1,$210
"October 28, 2022",10:25 PM,4v4 1ND MWII HP,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,10,Best of 1,$156
"October 28, 2022",10:20 PM,2v2 $238 GTD 1ND CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,14,Best of 1,$238
"October 28, 2022",9:26 PM,3v3 $300 GTD 1ND MWII SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,16,Best of 1,$300
"October 28, 2022",8:21 PM,2v2 1ND MWII SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,14,Best of 1,$112
"October 28, 2022",8:00 PM,3v3 $600 GTD CONSOLE ONLY KICKOFF SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,20,Best of 3,$600
"October 28, 2022",7:15 PM,4v4 1ND *DOLLAR ENTRY* MWII HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,35,Best of 1,$112
"October 28, 2022",7:15 PM,4v4 VARIANT FEMALE ONLY MWII @iLuhvly,$8,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,6,Best of 3,$172
"October 28, 2022",6:55 PM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,13,Best of 1,$90
"October 28, 2022",5:45 PM,4v4 $3000 GTD MWII KICKOFF SND,$8,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,59,Best of 3,$2700
"October 28, 2022",3:35 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,34,Best of 1,$10
"October 28, 2022",3:25 PM,4v4 $200 GTD LATAM SND KICKOFF,$5,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,7,Best of 3,$200
"October 28, 2022",2:02 PM,3v3 $150 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$150
"October 28, 2022",1:20 PM,4v4 DOUB ELIM MWII VARIANT,$7,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,18,Best of 3,$420
"October 28, 2022",12:25 PM,2v2 1ND MWII SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$64
"October 28, 2022",10:20 AM,3v3 $300 GTD MWII SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,11,Best of 3,$300
"October 28, 2022",7:52 AM,fame prize claim,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,1,Best of 1,$400
"October 28, 2022",7:30 AM,2v2 $100 GTD MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 3,$120
"October 28, 2022",4:15 AM,2v2 1ND MWII SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$68
"October 28, 2022",3:18 AM,2v2 1ND CONSOLE MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$76
"October 28, 2022",2:55 AM,3v3 $300 GTD 1ND MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,16,Best of 1,$300
"October 28, 2022",2:21 AM,4v4 1ND CONSOLE ONLY SND,$7.5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,8,Best of 1,$252
"October 28, 2022",2:00 AM,2v2 $500 GTD 1ND MWII SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,14,Best of 1,$500
"October 28, 2022",1:16 AM,2v2 $500 GTD 1ND CONSOLE ONLY MWII KICKOFF,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,10,Best of 1,$400
"October 28, 2022",12:40 AM,3v3 $1500 GTD 1ND MWII KICKOFF SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,22,Best of 1,$1200
"October 27, 2022",11:46 PM,4v4 1ND MWII KICKOFF HP,$7,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,25,Best of 1,$528
"October 27, 2022",11:30 PM,3v3 $1500 GTD 1ND MWII CONSOLE KICKOFF SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,31,Best of 1,$1200
"October 27, 2022",10:46 PM,4v4 $2200 GTD 1ND MWII KICKOFF SND,$8,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,101,Best of 1,$1800
"October 27, 2022",10:20 PM,3v3 FEMALE ONLY MWII KICKOFF SND @iLuhvly,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 3,$129
"October 27, 2022",9:07 PM,2v2 1ND CONSOLE MWII SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,16,Best of 1,$216
"October 27, 2022",4:21 PM,3v3 1ND CONSOLE EU KICKOFF SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$66
"October 26, 2022",8:55 PM,2v2 1ND AK74U ONLY CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$22
"October 26, 2022",8:00 PM,2v2 FE NO PRIZE 1ND VG SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$0
"October 26, 2022",7:55 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$42
"October 26, 2022",7:22 PM,3v3 MW SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$27
"October 26, 2022",4:25 PM,2v2 $10 FE 1ND VG SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,15,Best of 1,$10
"October 26, 2022",3:40 PM,2v2 $10 FE 1ND CW SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,10,Best of 1,$10
"October 26, 2022",12:00 AM,4v4$128,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 1,$128
"October 25, 2022",10:30 PM,4v4$448,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,1,Best of 1,$448
"October 25, 2022",10:10 PM,2v2 MW Chall,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$20
"October 25, 2022",9:19 PM,2v2 1ND AK74U ONLY CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$30
"October 25, 2022",7:22 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$27
"October 25, 2022",6:52 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 3,$50
"October 25, 2022",5:20 PM,2v2 1ND AK74U ONLY CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 1,$16
"October 25, 2022",4:50 PM,3v3 MW SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 3,$27
"October 25, 2022",2:50 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$22
"October 24, 2022",4:15 PM,2v2 $20 FE 1ND VG SND,$0,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,14,Best of 1,$10
"October 23, 2022",10:51 PM,2v2 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"October 23, 2022",10:22 PM,2v2 1ND MW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"October 23, 2022",9:51 PM,3v3 1ND VG SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$27
"October 23, 2022",7:23 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$42
"October 23, 2022",5:52 PM,3v3 1ND PROMOD VG SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$24
"October 23, 2022",5:23 PM,2v2 1ND AK74U ONLY CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$28
"October 23, 2022",4:16 PM,4v4 $400 GTD MW SND @Convoy_Gaming_,$7.5,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,3,Best of 3,$400
"October 23, 2022",3:37 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$21
"October 22, 2022",7:20 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$21
"October 22, 2022",6:22 PM,3v3 MW SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$63
"October 22, 2022",5:50 PM,2v2 1ND AR/SMG VG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"October 22, 2022",5:20 PM,2v2 BO2 MAPS CW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$22
"October 22, 2022",4:30 PM,4v4 $500 GTD DOUBLE ELIM MW VARIANT @Convoy_Gaming_,$7.5,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,6,Best of 3,$400
"October 22, 2022",2:50 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$18
"October 21, 2022",9:50 PM,3v3 1ND VG SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$27
"October 21, 2022",8:00 PM,2v2 1ND AR/SMG VG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$18
"October 21, 2022",4:50 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$21
"October 21, 2022",2:50 PM,3v3 MW SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$33
"October 21, 2022",12:00 AM,4v4$180,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 1,$180
"October 21, 2022",12:00 AM,3v3$546,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$546
"November 6, 2022",10:25 AM,2v2 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$24
"November 6, 2022",9:20 AM,3v3 $75 GTD MWII SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 3,$75
"November 6, 2022",7:49 AM,2v2 $50 GTD AR/SMG SND (NA + EU),$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$50
"November 6, 2022",6:49 AM,1v1 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$10
"November 6, 2022",6:19 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$36
"November 6, 2022",4:14 AM,3v3 1ND MWII SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$36
"November 6, 2022",3:10 AM,2v2 1ND *DOLLAR ENTRY* SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,13,Best of 1,$20
"November 6, 2022",2:00 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$30
"November 6, 2022",1:18 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$63
"November 6, 2022",12:30 AM,2v2 $50 GTD 1ND *NO FARM 18* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$50
"November 5, 2022",11:50 PM,2v2 $50 GTD 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$50
"November 5, 2022",11:25 PM,3v3 $90 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$90
"November 5, 2022",10:20 PM,2v2 AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$36
"November 5, 2022",9:45 PM,3v3 $120 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 3,$120
"November 5, 2022",9:30 PM,2v2 $100 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$100
"November 5, 2022",8:54 PM,3v3 $93 GTD 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,11,Best of 1,$93
